ZipCode,City,State,Latitude,Longitude,Classification,Population
77218,HOUSTON,TX,29.7858,-95.6765,P,0
77219,HOUSTON,TX,29.7632,-95.3633,P,0
77220,HOUSTON,TX,29.7632,-95.3633,P,0
77221,HOUSTON,TX,29.7632,-95.3633,P,0
77222,HOUSTON,TX,29.7632,-95.3633,P,0
77223,HOUSTON,TX,29.7632,-95.3633,P,0
77224,HOUSTON,TX,29.7632,-95.3633,P,0
77225,HOUSTON,TX,29.7632,-95.3633,P,0
77226,HOUSTON,TX,29.7632,-95.3633,P,0
77227,HOUSTON,TX,29.7632,-95.3633,P,0
77228,HOUSTON,TX,29.7632,-95.3633,P,0
77229,HOUSTON,TX,29.7632,-95.3633,P,0
77230,HOUSTON,TX,29.7632,-95.3633,P,0
77231,HOUSTON,TX,29.7632,-95.3633,P,0
77233,HOUSTON,TX,29.7632,-95.3633,P,0
77234,HOUSTON,TX,29.7632,-95.3633,P,0
77235,HOUSTON,TX,29.7632,-95.3633,P,0
77236,HOUSTON,TX,29.7632,-95.3633,P,0
77237,HOUSTON,TX,29.7632,-95.3633,P,0
77238,HOUSTON,TX,29.7632,-95.3633,P,0
77240,HOUSTON,TX,29.7632,-95.3633,P,0
77241,HOUSTON,TX,29.7632,-95.3633,P,0
77242,HOUSTON,TX,29.7632,-95.3633,P,0
77243,HOUSTON,TX,29.7632,-95.3633,P,0
77244,HOUSTON,TX,29.7632,-95.3633,P,0
77245,HOUSTON,TX,29.7632,-95.3633,P,0
77248,HOUSTON,TX,29.7632,-95.3633,P,0
77249,HOUSTON,TX,29.7632,-95.3633,P,0
77251,HOUSTON,TX,29.7632,-95.3633,P,0
77252,HOUSTON,TX,29.7632,-95.3633,P,0
77253,HOUSTON,TX,29.7632,-95.3633,P,0
77254,HOUSTON,TX,29.7632,-95.3633,P,0
77255,HOUSTON,TX,29.7632,-95.3633,P,0
77256,HOUSTON,TX,29.7632,-95.3633,P,0
77257,HOUSTON,TX,29.7632,-95.3633,P,0
77258,HOUSTON,TX,29.7632,-95.3633,P,0
77259,HOUSTON,TX,29.7632,-95.3633,P,0
77261,HOUSTON,TX,29.7632,-95.3633,P,0
77262,HOUSTON,TX,29.7632,-95.3633,P,0
77263,HOUSTON,TX,29.7632,-95.3633,P,0
77265,HOUSTON,TX,29.7632,-95.3633,P,0
77266,HOUSTON,TX,29.7632,-95.3633,P,0
77267,HOUSTON,TX,29.7632,-95.3633,P,0
77268,HOUSTON,TX,29.7632,-95.3633,P,0
77269,HOUSTON,TX,29.7632,-95.3633,P,0
77270,HOUSTON,TX,29.7632,-95.3633,P,0
77271,HOUSTON,TX,29.7632,-95.3633,P,0
77272,HOUSTON,TX,29.7632,-95.3633,P,0
77273,HOUSTON,TX,29.7632,-95.3633,P,0
77274,HOUSTON,TX,29.7632,-95.3633,P,0
77275,HOUSTON,TX,29.7632,-95.3633,P,0
77277,HOUSTON,TX,29.7632,-95.3633,P,0
77279,HOUSTON,TX,29.7632,-95.3633,P,0
77280,HOUSTON,TX,29.7632,-95.3633,P,0
77282,HOUSTON,TX,29.7632,-95.3633,P,0
77284,HOUSTON,TX,29.7632,-95.3633,P,0
77287,HOUSTON,TX,29.7632,-95.3633,P,0
77288,HOUSTON,TX,29.7632,-95.3633,P,0
77289,HOUSTON,TX,29.7632,-95.3633,P,0
77290,HOUSTON,TX,29.7632,-95.3633,P,0
77291,HOUSTON,TX,29.7632,-95.3633,P,0
77292,HOUSTON,TX,29.7632,-95.3633,P,0
77293,HOUSTON,TX,29.7632,-95.3633,P,0
77297,HOUSTON,TX,29.7632,-95.3633,U,0
77299,HOUSTON,TX,29.7632,-95.3633,U,0
77302,CONROE,TX,30.224,-95.365,,19384
77303,CONROE,TX,30.3811,-95.3747,,20974
77304,CONROE,TX,30.3218,-95.5222,,35969
77306,CONROE,TX,30.2671,-95.3167,,15127
77315,NORTH HOUSTON,TX,29.9255,-95.5152,,0
77325,KINGWOOD,TX,29.9987,-95.2618,P,0
77326,ACE,TX,30.5077,-94.818,P,137
77327,CLEVELAND,TX,30.2979,-94.9051,,32269
77328,CLEVELAND,TX,30.408,-95.1884,,17071
77331,COLDSPRING,TX,30.6038,-95.1475,,6953
77332,DALLARDSVILLE,TX,30.6283,-94.6318,P,0
77333,DOBBIN,TX,30.3365,-95.7722,P,0
77334,DODGE,TX,30.7855,-95.3653,P,139
77335,GOODRICH,TX,30.6019,-94.9314,,1937
77336,HUFFMAN,TX,30.077,-95.1015,,14881
77337,HUFSMITH,TX,30.1218,-95.5964,P,0
77338,HUMBLE,TX,30.0095,-95.293,,45031
77339,KINGWOOD,TX,30.053,-95.2227,,43076
77345,KINGWOOD,TX,30.0598,-95.1592,,27258
77346,HUMBLE,TX,29.9916,-95.1718,,71119
77347,HUMBLE,TX,29.9987,-95.2618,P,0
77350,LEGGETT,TX,30.8176,-94.8703,P,264
77351,LIVINGSTON,TX,30.699,-94.847,,37353
77354,MAGNOLIA,TX,30.2098,-95.6623,,40625
77355,MAGNOLIA,TX,30.1601,-95.7287,,29300
77357,NEW CANEY,TX,30.1501,-95.1811,,30339
77358,NEW WAVERLY,TX,30.5698,-95.4269,,4817
77359,OAKHURST,TX,30.6993,-95.2984,,679
77360,ONALASKA,TX,30.8403,-95.1359,,5603
77362,PINEHURST,TX,30.1565,-95.6675,,7007
77364,POINTBLANK,TX,30.7696,-95.2236,,2312
77365,PORTER,TX,30.1002,-95.272,,42086
77367,RIVERSIDE,TX,30.8496,-95.3919,P,287
77368,ROMAYOR,TX,30.4359,-94.8222,P,30
77369,RYE,TX,30.4596,-94.7437,P,736
77371,SHEPHERD,TX,30.4912,-94.9844,,7870
77372,SPLENDORA,TX,30.2369,-95.1826,,13306
77373,SPRING,TX,30.0719,-95.3731,,63413
77374,THICKET,TX,30.3764,-94.6361,P,407
77375,TOMBALL,TX,30.0918,-95.5904,,65365
77376,VOTAW,TX,30.4334,-94.6805,P,468
77377,TOMBALL,TX,30.0579,-95.6826,,39711
77379,SPRING,TX,30.0385,-95.5326,,84704
77380,SPRING,TX,30.1407,-95.4724,,27651
77381,SPRING,TX,30.1772,-95.4967,,35191
77382,SPRING,TX,30.1994,-95.535,,37755
77383,SPRING,TX,30.0798,-95.4167,P,0
77384,CONROE,TX,30.2289,-95.5015,,23952
77385,CONROE,TX,30.193,-95.416,,27801
77386,SPRING,TX,30.1118,-95.3806,,66058
77387,SPRING,TX,30.0798,-95.4156,P,0
77388,SPRING,TX,30.0549,-95.4773,,51483
77389,SPRING,TX,30.1133,-95.5039,,41534
77391,SPRING,TX,30.0476,-95.5324,P,0
77393,SPRING,TX,30.1366,-95.4691,P,0
77396,HUMBLE,TX,29.9491,-95.269,,61058
77399,LIVINGSTON,TX,30.6407,-94.8714,U,0
77401,BELLAIRE,TX,29.7083,-95.4658,,17219
77402,BELLAIRE,TX,29.7056,-95.4586,P,0
77404,BAY CITY,TX,28.9825,-95.9693,P,0
77406,RICHMOND,TX,29.6424,-95.799,,58703
77407,RICHMOND,TX,29.6678,-95.7221,,74657
77410,CYPRESS,TX,29.9695,-95.6976,P,0
77411,ALIEF,TX,29.7106,-95.5963,P,0
77412,ALTAIR,TX,29.5915,-96.4845,P,57
77413,BARKER,TX,29.7844,-95.6849,P,0
77414,BAY CITY,TX,28.9181,-95.8348,,23416
77415,CEDAR LANE,TX,28.9236,-95.7249,P,82
77417,BEASLEY,TX,29.4562,-95.9792,,2154
77418,BELLVILLE,TX,29.9832,-96.2709,,10037
77419,BLESSING,TX,28.8435,-96.2328,P,1332
77420,BOLING,TX,29.2517,-95.9333,,2296
77422,BRAZORIA,TX,28.9639,-95.5741,,13731
77423,BROOKSHIRE,TX,29.8271,-96.0036,,16152
77426,CHAPPELL HILL,TX,30.1181,-96.2483,,2053
77428,COLLEGEPORT,TX,28.7171,-96.1436,P,84
77429,CYPRESS,TX,29.9857,-95.6548,,94176
77430,DAMON,TX,29.2783,-95.707,,2224
77431,DANCIGER,TX,29.1825,-95.8279,P,84
77432,DANEVANG,TX,29.0817,-96.1796,P,138
77433,CYPRESS,TX,29.9601,-95.7392,,106663
77434,EAGLE LAKE,TX,29.5598,-96.3285,,4411
77435,EAST BERNARD,TX,29.4827,-96.1645,,4795
77436,EGYPT,TX,29.4044,-96.2367,P,131
77437,EL CAMPO,TX,29.1955,-96.2198,,17832
77440,ELMATON,TX,28.8445,-96.0664,P,60
77441,FULSHEAR,TX,29.6819,-95.9203,,23111
77442,GARWOOD,TX,29.4308,-96.5266,,1151
77443,GLEN FLORA,TX,29.3502,-96.1734,P,151
77444,GUY,TX,29.3039,-95.7788,,1057
77445,HEMPSTEAD,TX,30.0593,-96.0748,,14160
77446,PRAIRIE VIEW,TX,30.0837,-95.9866,P,6236
77447,HOCKLEY,TX,30.0467,-95.8214,,20805
77448,HUNGERFORD,TX,29.4023,-96.0561,P,459
77449,KATY,TX,29.8325,-95.7324,,128180
77450,KATY,TX,29.7437,-95.7318,,72977
77451,KENDLETON,TX,29.4472,-96.0035,P,495
77452,KENNEY,TX,30.0477,-96.3267,P,0
77453,LANE CITY,TX,29.2155,-96.0266,P,243
77454,LISSIE,TX,29.5353,-96.2304,P,192
77455,LOUISE,TX,29.1715,-96.4484,,1751
77456,MARKHAM,TX,28.9703,-96.1039,P,1191
77457,MATAGORDA,TX,28.6483,-96.044,P,426
77458,MIDFIELD,TX,28.9533,-96.2548,P,397
77459,MISSOURI CITY,TX,29.5287,-95.5292,,79731
77460,NADA,TX,29.4044,-96.3862,P,52
77461,NEEDVILLE,TX,29.3781,-95.751,,11890
77463,OLD OCEAN,TX,29.1351,-95.7881,P,0
77464,ORCHARD,TX,29.5942,-95.9726,P,501
77465,PALACIOS,TX,28.7093,-96.1471,,7137
77466,PATTISON,TX,29.8098,-96.0076,P,627
77467,PIERCE,TX,29.2051,-96.1371,P,25
77468,PLEDGER,TX,29.1746,-95.8937,,20
77469,RICHMOND,TX,29.5503,-95.7182,,57925
77470,ROCK ISLAND,TX,29.4745,-96.5797,P,276
77471,ROSENBERG,TX,29.5335,-95.866,,42284
77473,SAN FELIPE,TX,29.8018,-96.1015,P,39
77474,SEALY,TX,29.7741,-96.1854,,14164
77475,SHERIDAN,TX,29.4453,-96.6535,P,718
77476,SIMONTON,TX,29.6778,-95.9921,P,601
77477,STAFFORD,TX,29.6274,-95.5626,,35520
77478,SUGAR LAND,TX,29.6182,-95.6082,,24536
77479,SUGAR LAND,TX,29.5578,-95.6336,,93180
77480,SWEENY,TX,29.086,-95.743,,7911
77481,THOMPSONS,TX,29.4686,-95.5775,P,132
77482,VAN VLECK,TX,29.0905,-95.9104,,2241
77483,WADSWORTH,TX,28.8313,-95.9395,P,226
77484,WALLER,TX,30.0846,-95.9328,,13449
77485,WALLIS,TX,29.6306,-96.0383,,3657
77486,WEST COLUMBIA,TX,29.1554,-95.6717,,7488
77487,SUGAR LAND,TX,29.6197,-95.6344,P,0
77488,WHARTON,TX,29.2673,-96.148,,13861
77489,MISSOURI CITY,TX,29.607,-95.513,,37257
77491,KATY,TX,29.7857,-95.8242,P,0
77492,KATY,TX,29.7857,-95.8242,P,0
77493,KATY,TX,29.8574,-95.8325,,51774
77494,KATY,TX,29.7402,-95.8302,,130872
77496,SUGAR LAND,TX,29.6324,-95.6195,P,0
77497,STAFFORD,TX,29.6156,-95.5575,P,0
77498,SUGAR LAND,TX,29.6398,-95.6511,,51472
77501,PASADENA,TX,29.6908,-95.2089,P,0
77502,PASADENA,TX,29.6783,-95.2034,,37495
77503,PASADENA,TX,29.7054,-95.1531,,24956
77504,PASADENA,TX,29.6461,-95.1886,,25728
77505,PASADENA,TX,29.6483,-95.1403,,23584
77506,PASADENA,TX,29.7188,-95.2032,,34431
77507,PASADENA,TX,29.6157,-95.0732,,770
77508,PASADENA,TX,29.6908,-95.2089,P,0
77510,SANTA FE,TX,29.3119,-95.0962,,14357
77511,ALVIN,TX,29.3938,-95.2451,,51093
77512,ALVIN,TX,29.4237,-95.2436,P,0
77514,ANAHUAC,TX,29.7072,-94.5715,,4926
77515,ANGLETON,TX,29.1753,-95.4531,,32710
77516,ANGLETON,TX,29.1692,-95.4319,P,0
77517,SANTA FE,TX,29.3626,-95.1339,,6058
77518,BACLIFF,TX,29.508,-94.9805,,9689
77519,BATSON,TX,30.2399,-94.5995,,882
77520,BAYTOWN,TX,29.7445,-95.0026,,38587
77521,BAYTOWN,TX,29.8029,-94.971,,65058
77522,BAYTOWN,TX,29.7355,-94.9773,P,0
77523,BAYTOWN,TX,29.7177,-94.9422,,27638
77530,CHANNELVIEW,TX,29.7869,-95.1092,,35319
77531,CLUTE,TX,29.0551,-95.3826,,15666
77532,CROSBY,TX,29.9357,-95.0594,,34679
77533,DAISETTA,TX,30.1104,-94.66,P,980
77534,DANBURY,TX,29.2165,-95.2905,,2998
77535,DAYTON,TX,30.0658,-94.9055,,36494
77536,DEER PARK,TX,29.7138,-95.117,,33693
77538,DEVERS,TX,30.0006,-94.5485,,809
77539,DICKINSON,TX,29.4566,-95.044,,48183
77541,FREEPORT,TX,29.0353,-95.3372,,16441
77542,FREEPORT,TX,28.9894,-95.4083,P,0
77545,FRESNO,TX,29.5455,-95.4684,,26563
77546,FRIENDSWOOD,TX,29.5208,-95.1906,,54670
77547,GALENA PARK,TX,29.7401,-95.2333,,9627
77549,FRIENDSWOOD,TX,29.5183,-95.2037,P,0
77550,GALVESTON,TX,29.3068,-94.7719,,24247
77551,GALVESTON,TX,29.277,-94.8343,,22677
77552,GALVESTON,TX,29.3121,-94.7644,P,0
77553,GALVESTON,TX,29.3298,-94.7975,P,0
77554,GALVESTON,TX,29.2203,-94.9448,,8961
77555,GALVESTON,TX,29.3108,-94.7773,U,9
77560,HANKAMER,TX,29.874,-94.5762,,960
77561,HARDIN,TX,30.1701,-94.7191,P,92
77562,HIGHLANDS,TX,29.8283,-95.0457,,11861
77563,HITCHCOCK,TX,29.3014,-95.0049,,9778
77564,HULL,TX,30.141,-94.6493,,2047
77565,KEMAH,TX,29.5351,-95.0327,,6966
77566,LAKE JACKSON,TX,29.0401,-95.4806,,30538
77568,LA MARQUE,TX,29.362,-94.9798,,20254
77571,LA PORTE,TX,29.683,-95.0482,,37018
77572,LA PORTE,TX,29.6657,-95.0195,P,0
77573,LEAGUE CITY,TX,29.5116,-95.0871,,95256
77574,LEAGUE CITY,TX,29.5074,-95.0949,P,0
77575,LIBERTY,TX,30.0989,-94.7268,,15768
77577,LIVERPOOL,TX,29.2581,-95.2307,,1250
77578,MANVEL,TX,29.4747,-95.3599,,25228
77580,MONT BELVIEU,TX,29.8672,-94.8861,P,99
77581,PEARLAND,TX,29.5514,-95.2835,,49198
77582,RAYWOOD,TX,30.0277,-94.6574,P,262
77583,ROSHARON,TX,29.4087,-95.4421,,43113
77584,PEARLAND,TX,29.5428,-95.3457,,93062
77585,SARATOGA,TX,30.3613,-94.5796,,892
77586,SEABROOK,TX,29.5783,-95.0385,,23503
77587,SOUTH HOUSTON,TX,29.6607,-95.2287,,16179
77588,PEARLAND,TX,29.5636,-95.2859,P,0
77590,TEXAS CITY,TX,29.402,-94.9248,,30758
77591,TEXAS CITY,TX,29.3993,-94.9966,,17347
77592,TEXAS CITY,TX,29.3837,-94.9028,P,0
77597,WALLISVILLE,TX,29.8595,-94.6881,,734
77598,WEBSTER,TX,29.5493,-95.1392,,25620
77611,BRIDGE CITY,TX,30.0103,-93.8146,,9993
77612,BUNA,TX,30.4184,-94.001,,9311
77613,CHINA,TX,30.0109,-94.363,P,1293
77614,DEWEYVILLE,TX,30.3411,-93.8021,P,468
77615,EVADALE,TX,30.3129,-94.0731,P,314
77616,FRED,TX,30.5615,-94.2439,,656
77617,GILCHRIST,TX,29.5152,-94.5179,P,125
77619,GROVES,TX,29.9496,-93.92,,17349
77622,HAMSHIRE,TX,29.8526,-94.3101,,1384
77623,HIGH ISLAND,TX,29.5603,-94.4222,P,340
77624,HILLISTER,TX,30.673,-94.38,,535
77625,KOUNTZE,TX,30.3544,-94.4114,,8599
77626,MAURICEVILLE,TX,30.2033,-93.8662,P,0
77627,NEDERLAND,TX,29.9885,-94.003,,23296
77629,NOME,TX,30.0015,-94.419,P,868
77630,ORANGE,TX,30.056,-93.8676,,29317
77631,ORANGE,TX,30.0926,-93.7365,P,0
77632,ORANGE,TX,30.2032,-93.8064,,22487
77639,ORANGEFIELD,TX,30.0613,-93.8497,P,0
77640,PORT ARTHUR,TX,29.8668,-93.9675,,16618
77641,PORT ARTHUR,TX,29.8987,-93.9288,P,0
77642,PORT ARTHUR,TX,29.9122,-93.9164,,39017
77643,PORT ARTHUR,TX,29.8993,-93.9296,P,0
77650,PORT BOLIVAR,TX,29.4799,-94.5758,P,2304
77651,PORT NECHES,TX,29.9815,-93.9398,,13705
77655,SABINE PASS,TX,29.6912,-94.0369,,291
77656,SILSBEE,TX,30.3842,-94.1709,,17199
77657,LUMBERTON,TX,30.2329,-94.1942,,22161
77659,SOUR LAKE,TX,30.1781,-94.4458,,4964
77660,SPURGER,TX,30.657,-94.1455,,1206
77661,STOWELL,TX,29.7905,-94.3844,P,429
77662,VIDOR,TX,30.1736,-94.0074,,25462
77663,VILLAGE MILLS,TX,30.5196,-94.4129,P,1291
77664,WARREN,TX,30.631,-94.4309,,2934
77665,WINNIE,TX,29.7916,-94.3499,,7080
77670,VIDOR,TX,30.1316,-94.0156,P,0
77701,BEAUMONT,TX,30.0945,-94.0934,,13232
77702,BEAUMONT,TX,30.0871,-94.1269,,2682
77703,BEAUMONT,TX,30.1137,-94.117,,13357
77704,BEAUMONT,TX,30.0859,-94.1014,P,0
77705,BEAUMONT,TX,29.918,-94.1832,,37950
77706,BEAUMONT,TX,30.1032,-94.1739,,29910
77707,BEAUMONT,TX,30.053,-94.1776,,17509
77708,BEAUMONT,TX,30.1448,-94.1651,,12478
77710,BEAUMONT,TX,30.0484,-94.0771,P,0
77713,BEAUMONT,TX,30.038,-94.2999,,14408
77720,BEAUMONT,TX,30.0859,-94.1014,P,0
77725,BEAUMONT,TX,30.0425,-94.1031,P,0
77726,BEAUMONT,TX,30.0859,-94.1014,P,0
77834,BRENHAM,TX,30.1667,-96.3977,P,0
77835,BURTON,TX,30.1842,-96.647,,2463
77837,CALVERT,TX,31.0106,-96.6656,,1362
77838,CHRIESMAN,TX,30.5995,-96.7709,P,0
77840,COLLEGE STATION,TX,30.6079,-96.324,,55180
77841,COLLEGE STATION,TX,30.6279,-96.3344,P,0
77842,COLLEGE STATION,TX,30.6279,-96.3344,P,0
77843,COLLEGE STATION,TX,30.6084,-96.3501,U,8701
77844,COLLEGE STATION,TX,30.5943,-96.3574,P,0
77850,CONCORD,TX,31.2651,-96.0995,P,0
77852,DEANVILLE,TX,30.4318,-96.7559,P,40
77853,DIME BOX,TX,30.3709,-96.8161,,1116
77855,FLYNN,TX,31.1439,-96.1346,P,159
77857,GAUSE,TX,30.7865,-96.6893,P,985
77862,KURTEN,TX,30.7869,-96.2636,P,0
77865,MARQUEZ,TX,31.2474,-96.2243,,1571
77867,MUMFORD,TX,30.7664,-96.5786,P,109
77870,NEW BADEN,TX,31.0593,-96.3994,P,0
77876,SHIRO,TX,30.6753,-95.8286,P,46
77878,SNOOK,TX,30.4704,-96.4802,P,602
77881,WELLBORN,TX,30.5351,-96.3017,P,0
77882,WHEELOCK,TX,30.9118,-96.4211,P,45
77901,VICTORIA,TX,28.8068,-96.9908,,40062
77902,VICTORIA,TX,28.8051,-97.0033,P,0
77903,VICTORIA,TX,28.8051,-97.0033,P,0
77904,VICTORIA,TX,28.9593,-96.9878,,29646
77905,VICTORIA,TX,28.7284,-97.0165,,15282
77950,AUSTWELL,TX,28.4023,-96.8545,P,159
77951,BLOOMINGTON,TX,28.7103,-96.8036,P,2246
77954,CUERO,TX,29.1113,-97.2515,,11458
77957,EDNA,TX,28.9802,-96.7319,,8730
77960,FANNIN,TX,28.6614,-97.2491,P,78
77961,FRANCITAS,TX,28.8652,-96.3618,P,161
77962,GANADO,TX,29.0508,-96.4403,,3425
77963,GOLIAD,TX,28.6571,-97.4661,,5184
77964,HALLETTSVILLE,TX,29.3812,-96.8133,,8233
77967,HOCHHEIM,TX,29.3129,-97.2908,P,0
77968,INEZ,TX,28.8903,-96.8036,,3398
77969,LA SALLE,TX,28.7689,-96.6492,P,206
77970,LA WARD,TX,28.8381,-96.4134,P,283
77971,LOLITA,TX,28.8533,-96.4901,,829
77973,MCFADDIN,TX,28.5321,-96.9662,P,47
77974,MEYERSVILLE,TX,28.8992,-97.287,,455
77975,MOULTON,TX,29.5535,-97.0969,,1753
77976,NURSERY,TX,28.9244,-97.1008,P,68
77977,PLACEDO,TX,28.6897,-96.8223,P,667
77978,POINT COMFORT,TX,28.6731,-96.5447,P,621
77979,PORT LAVACA,TX,28.5472,-96.6521,,16782
77982,PORT O CONNOR,TX,28.431,-96.4492,P,968
77983,SEADRIFT,TX,28.4022,-96.6645,,1732
77984,SHINER,TX,29.4209,-97.1472,,4490
77986,SUBLIME,TX,29.4051,-96.7144,,27
77987,SWEET HOME,TX,29.3452,-97.0707,P,161
77988,TELFERNER,TX,28.8537,-96.8775,P,353
77989,THOMASTON,TX,28.9968,-97.1575,P,0
77990,TIVOLI,TX,28.4078,-96.9523,,661
77991,VANDERBILT,TX,28.8068,-96.6042,P,428
77993,WEESATCHE,TX,28.8477,-97.4456,P,166
77994,WESTHOFF,TX,29.1588,-97.4959,,309
77995,YOAKUM,TX,29.2266,-97.0865,,9821
78001,ARTESIA WELLS,TX,28.264,-99.2801,P,4
78005,BIGFOOT,TX,29.0523,-98.8584,,823
78007,CALLIHAM,TX,28.4623,-98.3928,,95
78008,CAMPBELLTON,TX,28.7505,-98.2547,,224
78011,CHARLOTTE,TX,28.8361,-98.6951,,1943
78012,CHRISTINE,TX,28.7447,-98.4325,,373
78014,COTULLA,TX,28.3681,-99.0984,,5078
78017,DILLEY,TX,28.7423,-99.2323,,5912
78021,FOWLERTON,TX,28.5374,-98.8334,,160
78022,GEORGE WEST,TX,28.2271,-98.1,,4343
78026,JOURDANTON,TX,28.7241,-98.5656,,6181
78040,LAREDO,TX,27.5085,-99.5036,,36688
78041,LAREDO,TX,27.5706,-99.4263,,48491
78042,LAREDO,TX,27.5062,-99.5075,P,0
78043,LAREDO,TX,27.5305,-99.1392,,43473
78044,LAREDO,TX,27.7632,-98.963,P,200
78046,LAREDO,TX,27.375,-99.4557,,71956
78050,LEMING,TX,29.077,-98.509,P,583
78054,MACDONA,TX,29.3258,-98.6956,P,0
78057,MOORE,TX,28.9793,-98.962,,1220
78059,NATALIA,TX,29.1931,-98.8462,,5724
78060,OAKVILLE,TX,28.4259,-98.0997,,0
78061,PEARSALL,TX,28.8683,-99.1074,,10569
78062,PEGGY,TX,28.7394,-98.1783,P,3
78064,PLEASANTON,TX,28.9715,-98.4042,,15710
78065,POTEET,TX,29.0758,-98.6499,,12048
78067,SAN YGNACIO,TX,27.1502,-99.2921,,613
78069,SOMERSET,TX,29.1761,-98.6895,,5803
78071,THREE RIVERS,TX,28.5265,-98.1439,,4124
78072,TILDEN,TX,28.3493,-98.6353,,420
78075,WHITSETT,TX,28.6339,-98.2589,,103
78076,ZAPATA,TX,26.8636,-99.1663,,13033
78102,BEEVILLE,TX,28.4423,-97.7326,,27289
78104,BEEVILLE,TX,28.4006,-97.7481,P,47
78107,BERCLAIR,TX,28.5426,-97.6248,P,309
78111,ECLETO,TX,29.0401,-97.7525,,10
78113,FALLS CITY,TX,28.9269,-98.1432,,2253
78114,FLORESVILLE,TX,29.1273,-98.1977,,22178
78115,GERONIMO,TX,29.6628,-97.9668,P,0
78116,GILLETT,TX,29.1185,-97.7591,,218
78117,HOBSON,TX,28.9425,-97.9831,,649
78118,KARNES CITY,TX,28.8513,-97.9596,,4899
78119,KENEDY,TX,28.7934,-97.8432,,7048
78122,LEESVILLE,TX,29.4425,-97.717,,354
78131,NEW BRAUNFELS,TX,29.7026,-98.1245,P,0
78140,NIXON,TX,29.3761,-97.7359,,3607
78141,NORDHEIM,TX,28.9049,-97.6244,,726
78142,NORMANNA,TX,28.5303,-97.7894,P,119
78143,PANDORA,TX,29.2322,-97.8325,P,77
78144,PANNA MARIA,TX,28.9571,-97.8883,P,36
78145,PAWNEE,TX,28.6526,-97.9921,P,83
78146,PETTUS,TX,28.6194,-97.8445,P,624
78147,POTH,TX,29.0263,-98.1092,P,1825
78150,JBSA RANDOLPH,TX,29.5227,-98.2798,,9
78151,RUNGE,TX,28.8706,-97.6906,,1299
78159,SMILEY,TX,29.2339,-97.5885,,793
78160,STOCKDALE,TX,29.2205,-97.8918,,4528
78161,SUTHERLAND SPRINGS,TX,29.2901,-98.0457,,699
78162,TULETA,TX,28.5709,-97.7969,P,301
78164,YORKTOWN,TX,28.9868,-97.5401,,3464
78206,SAN ANTONIO,TX,29.4245,-98.4942,,0
78241,SAN ANTONIO,TX,29.3846,-98.5651,,0
78246,SAN ANTONIO,TX,29.4239,-98.4935,P,0
78248,SAN ANTONIO,TX,29.5887,-98.5377,,13825
78265,SAN ANTONIO,TX,29.4239,-98.4935,P,0
78268,SAN ANTONIO,TX,29.4953,-98.6186,P,0
78269,SAN ANTONIO,TX,29.4239,-98.4935,P,0
78270,SAN ANTONIO,TX,29.4239,-98.4935,P,0
78278,SAN ANTONIO,TX,29.4239,-98.4935,P,0
78279,SAN ANTONIO,TX,29.4239,-98.4935,P,0
78280,SAN ANTONIO,TX,29.4239,-98.4935,P,0
78283,SAN ANTONIO,TX,29.4239,-98.4935,P,0
78284,SAN ANTONIO,TX,29.5254,-98.4252,,0
78285,SAN ANTONIO,TX,29.4239,-98.4935,,0
78288,SAN ANTONIO,TX,29.4239,-98.4935,U,0
78289,SAN ANTONIO,TX,29.4239,-98.4935,U,0
78291,SAN ANTONIO,TX,29.4239,-98.4935,P,0
78292,SAN ANTONIO,TX,29.4239,-98.4935,P,0
78293,SAN ANTONIO,TX,29.4239,-98.4935,P,0
78294,SAN ANTONIO,TX,29.4239,-98.4935,P,0
78295,SAN ANTONIO,TX,29.4239,-98.4935,P,0
78296,SAN ANTONIO,TX,29.4239,-98.4935,P,0
78297,SAN ANTONIO,TX,29.4239,-98.4935,P,0
78298,SAN ANTONIO,TX,29.4239,-98.4935,P,0
78299,SAN ANTONIO,TX,29.4239,-98.4935,P,0
78330,AGUA DULCE,TX,27.7586,-97.906,,780
78332,ALICE,TX,27.681,-98.0842,,27152
78333,ALICE,TX,27.7518,-98.0694,P,0
78335,ARANSAS PASS,TX,27.9093,-97.1497,P,0
78336,ARANSAS PASS,TX,27.9351,-97.1659,,12009
78338,ARMSTRONG,TX,26.8528,-97.7139,P,50
78339,BANQUETE,TX,27.8142,-97.8033,P,625
78340,BAYSIDE,TX,28.1342,-97.1955,,341
78341,BENAVIDES,TX,27.5977,-98.4082,P,1420
78342,BEN BOLT,TX,27.6476,-98.0863,P,318
78343,BISHOP,TX,27.5861,-97.7397,,4405
78344,BRUNI,TX,27.4016,-98.8686,,278
78347,CHAPMAN RANCH,TX,27.5988,-97.462,P,19
78349,CONCEPCION,TX,27.3962,-98.3142,,325
78350,DINERO,TX,28.2266,-97.9616,P,0
78351,DRISCOLL,TX,27.6868,-97.7427,P,578
78352,EDROY,TX,27.9929,-97.6898,P,254
78353,ENCINO,TX,26.9899,-98.2392,,377
78355,FALFURRIAS,TX,27.2093,-98.261,,6982
78357,FREER,TX,27.8896,-98.6129,,2858
78358,FULTON,TX,28.2466,-96.7984,P,1137
78359,GREGORY,TX,27.9326,-97.2959,P,1920
78360,GUERRA,TX,26.9365,-98.8761,,22
78361,HEBBRONVILLE,TX,27.0713,-98.7851,,4842
78362,INGLESIDE,TX,27.8606,-97.2088,,10238
